path,structure,label,scene_id,structure_idx,defect_idx
data/Decks/defect/7001-115.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-139.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-151.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-157.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-169.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-17.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-173.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-178.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-187.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-2.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-208.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-21.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-22.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-225.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-226.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-236.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-237.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-25.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-26.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-27.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-40.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-41.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-42.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-43.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-56.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-57.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-60.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-68.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-78.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-79.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-86.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-97.jpg,Decks,defect,7001,0,1
data/Decks/defect/7001-98.jpg,Decks,defect,7001,0,1
data/Decks/defect/7003-145.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-15.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-16.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-162.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-163.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-166.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-17.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-18.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-195.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-210.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-211.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-227.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-229.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-230.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-231.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-233.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-32.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-33.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-35.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-36.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-47.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-50.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-54.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-55.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-60.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-62.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-68.jpg,Decks,defect,7003,0,1
data/Decks/defect/7003-86.jpg,Decks,defect,7003,0,1
data/Decks/defect/7005-100.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-104.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-105.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-118.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-119.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-137.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-138.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-139.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-140.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-141.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-142.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-143.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-146.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-147.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-155.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-156.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-157.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-158.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-173.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-176.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-177.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-19.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-191.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-195.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-20.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-213.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-26.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-27.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-44.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-61.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-62.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-75.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-76.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-77.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-78.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-79.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-8.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-80.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-81.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-82.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-9.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-91.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-92.jpg,Decks,defect,7005,0,1
data/Decks/defect/7005-93.jpg,Decks,defect,7005,0,1
data/Decks/defect/7009-1.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-108.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-113.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-114.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-119.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-120.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-121.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-122.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-13.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-132.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-139.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-140.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-141.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-150.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-152.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-154.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-161.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-162.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-163.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-167.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-168.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-185.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-186.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-19.jpg,Decks,defect,7009,0,1
data/Decks/defect/7009-2.jpg,Decks,defect,7009,0,1
